color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;*********;Epic;8894a4f568c24169b65915fe91ec767a;4284;Fennec;355;581;1;0;5;4;11;4;2;25;477;43.41;2656;1900;756;23;56;201;0;201;0;17;59.91;29.74;436;401;1;1564;513671;151.01;42.94;144.36;41.05;56.28;16;183.66;52.23;144.75;41.16;23.23;6.61;5.8;0.14;42;171.9;173.8;2216;2100;2321;3267;266.47;75.78;85.18;24.22;257.28;73.16;94.37;26.84;199.17;56.64;106.17;30.19;46.3;13.17;0;0
blue;;He2Smoov-_-;PS4;He2Smoov-_-;4284;Fennec;355;335;0;1;2;2;11;4;2;0;398;44.39;2213;1653;560;18;44;275;94;181;1;16;64.84;19.46;203;147;5;1557;506869;147.81;42.34;151.59;43.43;49.68;14.23;184.16;52.76;155.62;44.58;9.3;2.66;6.13;0.15;40;174.3;172.1;2899;2675;3071;3267;254.59;72.93;94.49;27.07;259.96;74.47;89.12;25.53;199.47;57.14;98.43;28.2;51.18;14.66;1;2
orange;;Obi Jawn Kenobi;Epic;f1e0a7356b34494f8d3384687f43b226;23;Octane;355;647;2;2;2;5;6;1;0;40;371;47.74;2319;1534;785;20;70;572;229;343;4;30;31.3;39.95;309;205;89;1442;473986;185.15;52.69;127.41;36.26;38.84;11.05;229.14;65.21;112.77;32.09;9.48;2.7;13.78;0.12;117;153.6;185.1;2245;2269;2198;3377;285.45;81.23;65.94;18.77;210.97;60.04;140.43;39.96;129.73;36.92;144.42;41.1;77.24;21.98;0;1
orange;;NOTCOL3;XBox;4c11496af0010900;4284;Fennec;355;502;2;1;1;6;6;1;1;33.33;360;60.21;2104;1582;522;21;50;567;407;160;5;18;29.57;78.86;123;558;111;1417;468143;194.87;54.85;122.78;34.56;37.64;10.59;236.11;66.46;107.18;30.17;12;3.38;6.87;0.18;38;193.3;153;2909;2834;3018;3377;285.93;80.48;69.36;19.52;223.88;63.01;131.41;36.99;156.28;43.99;133.37;37.54;65.63;18.47;2;0
