color,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,avg distance to team mates,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,rank
blue,PorfirioDMdoSxo,Epic,1fe98078540d468aa1eb693283021117,23,Octane,125,84,0,1,0,0,2,0,0,0,332,33.35,673,481,192,6,16,68,8,60,1,5,37.38,3.94,126,118,91,1389,153709,72.08,58.75,41.18,33.57,9.42,7.68,71.41,58.21,45.77,37.31,5.49,4.48,4.66,0.15,32,55.5,66.2,2388,2327,2504,3378,91.4,74.5,31.28,25.5,68.13,55.54,54.54,44.46,47.91,39.06,45.36,36.98,29.4,23.97,0,1,diamond
orange,C-munny9,PS4,C-munny9,4284,Fennec,125,136,0,0,0,2,2,2,1,0,390,33.47,733,434,299,5,25,267,184,83,2,7,22.54,4.72,92,65,15,1533,174601,59.74,47.5,54.74,43.52,11.3,8.98,76.69,60.98,46.44,36.92,2.64,2.1,3.13,0.13,25,49.8,64.9,2552,1918,3140,3899,79.16,62.94,46.62,37.06,77.07,61.28,48.7,38.72,59.99,47.69,34.27,27.25,31.52,25.06,1,0,diamond
orange,Stoop_Kid_,Epic,d1c0e8c5b9c542c5a4e14450fbae151d,23,Octane,125,84,0,0,0,0,2,2,1,0,414,45.39,852,661,191,7,16,112,100,12,1,1,18.06,13.55,89,41,0,1401,159076,67.48,53.81,44.37,35.38,13.55,10.81,81.58,65.06,42.01,33.5,1.81,1.44,1.81,0.26,7,65.1,49.8,3317,3479,3168,3899,89.94,71.72,35.46,28.28,94,74.96,31.4,25.04,75.47,60.18,29.79,23.76,20.14,16.06,1,0,diamond
blue,Stoop_Kid_,Epic,d1c0e8c5b9c542c5a4e14450fbae151d,23,Octane,216,451,2,0,1,3,1,0,0,66.67,337,52.34,1196,895,301,13,25,483,399,84,5,7,28.23,34.09,116,376,100,1345,271813,113.81,53.27,88.49,41.42,11.36,5.32,143.56,67.19,64.56,30.22,5.54,2.59,3.4,0.18,19,102.6,110.6,2654,2526,2733,3979,169.78,79.46,43.88,20.54,132.97,62.23,80.69,37.77,97.11,45.45,60.27,28.21,56.28,26.34,2,1,diamond
blue,Russianthug007,PS4,Russianthug007,30,Merc,216,340,1,2,0,1,1,0,0,100,394,65.4,1536,1098,438,20,36,271,111,160,2,6,15.04,41,142,945,88,1571,312305,101.6,47.54,87.4,40.89,24.73,11.57,147.39,68.96,59.76,27.96,6.57,3.07,5.69,0.12,46,116.6,92.2,3119,3253,3032,3979,162.66,76.11,51.07,23.89,150.16,70.26,63.57,29.74,99.61,46.61,78.63,36.79,35.48,16.6,0,1,diamond
orange,MikeLeGrooo,Epic,8e4fd7f3bcd54560809cf7b90f393ac1,4284,Fennec,216,205,0,0,1,0,4,3,2,0,314,50.69,1021,620,401,8,32,234,100,134,1,8,31.45,33.99,130,208,6,1509,309102,103.15,47.72,86.34,39.94,26.67,12.34,137.35,63.54,72.06,33.34,6.75,3.12,3.4,0.2,17,99.7,109.2,2945,2970,2937,3337,155.47,71.92,60.69,28.08,145.65,67.38,70.51,32.62,118.54,54.84,54.54,25.23,43.08,19.93,1,0,diamond
orange,maruyaman,Epic,17f7c8af46db40a3a4405ee83f3c3641,4284,Fennec,216,134,0,0,0,1,4,3,1,0,429,48.28,1509,1060,449,12,38,203,96,107,1,9,12.95,34.61,230,146,3,1423,283697,107.62,51.16,80.55,38.3,22.17,10.54,125.42,59.63,79.55,37.82,5.36,2.55,5.38,0.18,30,105.9,96.8,2828,2913,2672,3337,149.08,70.88,61.25,29.12,141.68,67.36,68.65,32.64,103.77,49.34,70.7,33.61,35.86,17.05,1,2,diamond
blue,Hi I FingerPaint,Epic,ff5ff490745243b489fdbc84242a8849,23,Octane,351,681,3,0,2,4,6,2,2,75,479,50.76,2563,2208,355,27,34,474,387,87,5,8,32.35,56.04,584,513,114,1579,512404,149.49,43.01,131.87,37.94,66.23,19.05,188.32,54.18,153.31,44.11,5.96,1.71,6.37,0.14,45,192.5,141.8,2274,2012,2465,2830,270.7,77.88,76.88,22.12,233.71,67.24,113.88,32.76,178.62,51.39,103.33,29.73,65.63,18.88,2,1,diamond
blue,RikHer39,XBox,ea420fbdf8010900,4284,Fennec,351,266,0,2,1,1,6,2,0,0,280,42.15,1543,1001,542,12,40,389,200,189,2,10,79.11,47.12,341,212,14,1463,471216,176.47,50.77,135.8,39.07,35.34,10.17,214.25,61.64,126.48,36.39,6.88,1.98,6.94,0.16,44,153,191.2,2460,2457,2479,2830,231.22,66.52,116.38,33.48,226.11,65.05,121.49,34.95,174.11,50.09,100.61,28.94,72.89,20.97,0,1,diamond
orange,AngryPenguin_TTV,Epic,c7c6e508c94e46d297fb7e4174b8453a,23,Octane,351,452,1,0,2,2,5,3,2,50,363,60.35,1939,1348,591,17,54,407,195,212,3,20,20.46,23.91,147,372,114,1387,443833,198.25,57.55,122.13,35.45,24.11,7,218.5,63.43,116.28,33.75,9.71,2.82,5.21,0.13,39,196,135.3,2652,2436,2979,3089,265.01,76.93,79.48,23.07,224.83,65.26,119.66,34.74,168.12,48.8,106.78,31,69.6,20.2,1,2,diamond
orange,.Multi,Steam,76561197998893952,1568,Octane ZSR,351,356,1,1,0,4,5,3,1,25,331,41.72,1871,1193,678,14,58,494,278,216,3,18,36.93,18.62,249,214,21,1379,450177,198.7,56.67,126.47,36.07,25.43,7.25,205.38,58.58,138.62,39.54,6.59,1.88,8.67,0.15,59,148.3,195.9,2230,2232,2179,3089,236.48,67.45,114.12,32.55,207.38,59.15,143.22,40.85,154.68,44.12,101.44,28.93,94.48,26.95,1,0,diamond
blue,Jrblxst,Epic,abf7a1b6ddc94049963d393f9f284d24,4284,Fennec,373,615,3,1,0,5,6,3,3,60,459,49.46,2728,1901,827,21,62,513,242,271,3,19,47.82,31.8,218,223,65,1634,544881,150.77,41.13,147.59,40.26,68.21,18.61,190.66,52.01,156.05,42.57,19.86,5.42,8.84,0.13,69,197,147.7,2445,2278,2672,2839,277.36,75.66,89.22,24.34,248.19,67.71,118.38,32.29,189.48,51.69,107.76,29.4,69.33,18.91,2,2,diamond
blue,CorneliousOswald,Epic,b78c8d8e17e846d4b995c635d84e5525,4284,Fennec,373,510,2,1,2,2,6,3,0,100,424,51.04,2563,2067,496,25,42,511,362,149,4,13,35.74,43.53,438,437,41,1417,472880,203.99,55.52,116.39,31.68,47.06,12.81,208.81,56.83,146.56,39.89,12.07,3.28,13.85,0.21,66,153.8,192.1,2117,1805,2375,2839,269.37,73.31,98.07,26.69,233.28,63.49,134.16,36.51,172.64,46.98,116.91,31.82,77.89,21.2,1,1,diamond
orange,Izumi,Steam,76561198974279417,4284,Fennec,373,519,3,0,0,3,7,5,3,100,404,46.55,2380,1661,719,18,65,183,0,183,0,17,48.11,31.99,260,163,10,1537,512328,177.82,48.52,129.17,35.24,59.52,16.24,175.7,47.94,172.53,47.07,18.3,4.99,3.87,0.14,27,193.6,149.4,2537,2433,2643,3083,261.45,71.33,105.07,28.67,247.38,67.49,119.14,32.51,182.92,49.91,106.13,28.96,77.47,21.14,0,2,diamond
orange,Canadian Gamer,Steam,76561198195256411,23,Octane,373,352,0,2,1,3,7,5,2,0,307,48.77,1910,1431,479,18,42,741,492,249,6,22,34.69,55.96,287,233,18,1439,481504,197.84,53.57,136.24,36.89,35.26,9.55,192.73,52.18,164.95,44.66,11.66,3.16,5.88,0.1,59,155.3,190.3,2211,2196,2203,3083,251.22,68.02,118.12,31.98,223.05,60.39,146.28,39.61,169.21,45.81,105.34,28.52,94.79,25.66,3,1,diamond
blue,AngryPenguin_TTV,Epic,c7c6e508c94e46d297fb7e4174b8453a,23,Octane,383,730,3,0,2,5,7,2,2,60,347,49.15,2063,1154,909,14,73,581,292,289,3,19,40.29,23.88,56,244,15,1415,501009,205.98,54.23,149.64,39.4,24.21,6.37,218.34,57.48,146.61,38.6,14.88,3.92,5.04,0.1,48,219.2,148.5,2653,2163,3061,3188,279.63,73.62,100.21,26.38,246.3,64.84,133.53,35.16,192.96,50.8,104.42,27.49,82.46,21.71,0,1,diamond
blue,.Multi,Steam,76561197998893952,1568,Octane ZSR,383,379,0,1,2,6,7,2,0,0,326,44.87,2139,1472,667,17,59,599,372,227,4,20,67.7,20.6,184,155,4,1462,517574,204.29,53.72,138.14,36.32,37.87,9.96,221.21,58.17,140.52,36.95,18.57,4.88,10.83,0.16,69,152,215.6,2257,1968,2516,3188,246.42,64.8,133.88,35.2,225.61,59.33,154.68,40.67,162.57,42.75,124.6,32.76,93.12,24.49,0,1,diamond
orange,Waszabi_999,PS4,Waszabi_999,4284,Fennec,383,607,0,2,5,3,11,3,2,0,413,45.79,2494,2017,477,23,42,335,170,165,2,14,90.01,31.12,541,200,29,1464,523067,185.35,48.46,162.85,42.58,34.3,8.97,218.15,57.03,145.86,38.13,18.5,4.84,4.9,0.11,44,194.4,173.9,2252,2199,2276,2897,263.85,68.98,118.65,31.02,236.68,61.89,145.74,38.11,174.42,45.6,116.44,30.44,91.64,23.96,1,0,diamond
orange,jxt;Epic;72a36f41b7dc46c08449309783ed8f06;12104,jxt,Epic,72a36f41b7dc46c08449309783ed8f06,12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diamond
