color,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,avg distance to team mates,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,rank
orange,G4M3Rz3b1,Epic,9f66a9c5896d4ef3a272b9f698f0b339,4284,Fennec,325,304,1,0,1,4,4,0,0,25,414,46.96,2237,1600,637,18,58,461,277,184,3,18,69.34,44.36,490,238,32,1510,472928,157.36,48.42,114.53,35.24,53.07,16.33,179.91,55.36,129.29,39.79,15.76,4.85,3.66,0.12,31,136.5,179.4,2459,2497,2418,3207,231.26,71.16,93.71,28.84,157.86,48.58,167.11,51.42,100.79,31.02,116.13,35.74,108.03,33.25,0,0,champion
blue,c-5Q9x,PS4,c-5Q9x,4284,Fennec,396,848,3,1,3,6,9,5,1,50,502,45.58,3311,2748,563,31,49,581,400,181,4,16,103.48,30.99,360,294,5,1673,599679,143.5,36.3,166.99,42.24,84.8,21.45,168.29,42.57,205.99,52.11,21.01,5.32,7.67,0.09,85,170.3,197.6,2288,2161,2462,3260,285.71,72.28,109.58,27.72,238.14,60.24,157.15,39.76,167.81,42.45,122.06,30.88,105.42,26.67,1,0,champion
blue,Redbullit850,Epic,855d812b7cf644aab8466a92f121ba1a,23,Octane,396,332,1,1,1,3,9,5,4,33.33,406,45.64,2304,1478,826,16,77,294,0,294,0,26,56.76,29.49,311,144,7,1601,568045,172.78,44.05,148.16,37.77,71.28,18.17,212.34,54.14,166.26,42.39,13.62,3.47,8.79,0.09,102,199.2,167.5,2885,3024,2730,3260,274.05,69.87,118.17,30.13,239.07,60.95,153.15,39.05,169.98,43.34,139.29,35.51,82.95,21.15,1,1,champion
orange,pepijn_gamez,Epic,2d0e20a3946045f88f9136c6d65c0d97,23,Octane,396,964,4,0,4,7,9,4,3,57.14,405,51.41,2603,2015,588,24,50,253,100,153,1,13,48.93,49.03,165,320,0,1518,541411,195.93,49.6,140.49,35.56,58.62,14.84,208.31,52.73,176.73,44.74,10,2.53,6.38,0.13,48,208.1,168.8,2177,1932,2363,2930,300.58,76.09,94.47,23.91,279.83,70.83,115.22,29.17,217.62,55.09,113.68,28.78,63.75,16.14,1,0,champion
orange,douwe_kieb_17303,PS4,douwe_kieb_17303,23,Octane,396,254,1,1,0,2,9,4,1,50,386,39.66,2300,1586,714,18,62,216,100,116,1,11,88.36,26.57,497,226,7,1482,519282,189.22,48.61,169.5,43.54,30.55,7.85,252.13,64.77,127.99,32.88,9.15,2.35,3.38,0.11,31,172.5,196.6,2640,2804,2491,2930,260.37,66.89,128.9,33.11,273.01,70.13,116.26,29.87,206.11,52.95,114.75,29.48,68.41,17.57,0,2,champion
blue,sky._.val,Epic,7a28b940a1784b5d8bc1ea22cb0c2787,4284,Fennec,194,182,1,0,0,2,5,5,2,50,455,54.07,1494,1241,253,15,24,510,400,110,4,10,28.57,24.5,87,272,0,1502,252285,99.6,52.18,64.17,33.62,27.11,14.2,103.4,54.17,80.85,42.36,6.63,3.47,4.43,0.12,38,97.8,88.6,2625,2154,2927,3515,135.69,71.09,55.19,28.91,118.22,61.93,72.66,38.07,84.72,44.38,59.36,31.1,46.8,24.52,2,1,champion
blue,igl ferri,Epic,ae0f5962081d4621b7298c6d7acdac91,23,Octane,194,74,0,0,0,1,5,5,3,0,368,51.58,1099,802,297,10,29,196,100,96,1,9,28.05,18.73,96,213,5,1623,254635,73.33,40.9,80.31,44.8,25.63,14.3,109.46,61.06,59.2,33.02,10.62,5.92,0.8,0.13,6,78.9,81.4,2696,2673,2726,3515,116.89,65.2,62.39,34.8,118.72,66.22,60.56,33.78,72.06,40.19,70.29,39.21,36.93,20.6,0,0,champion
orange,bpheazye,Steam,76561198121840711,4284,Fennec,194,490,2,2,1,2,3,1,0,100,272,54.88,1018,687,331,9,29,141,87,54,1,5,9.26,24.33,96,225,18,1346,225622,118.96,62.16,65.16,34.05,7.26,3.79,125.64,65.65,60.63,31.68,5.1,2.66,1.17,0.15,8,86.6,89.7,2824,2867,2792,3369,146.48,76.54,44.9,23.46,147.63,77.14,43.75,22.86,114.25,59.7,62.17,32.49,14.95,7.81,0,1,champion
orange,sraue.,Epic,9f2c924df2eb4d9e909fa5ece69d5035,4284,Fennec,194,489,3,1,1,3,3,1,1,100,299,46.54,922,603,319,7,29,63,0,63,0,6,7.07,16.58,38,112,5,1493,250721,104.73,54.73,63.58,33.23,23.04,12.04,109.75,57.36,78.02,40.78,3.57,1.87,2.5,0.1,26,89,85.2,2617,2451,2792,3369,149.71,78.24,41.63,21.76,135.62,70.88,55.72,29.12,102.26,53.44,59.54,31.12,29.55,15.44,1,1,champion
blue,Manteigas,Steam,76561198193811931,4284,Fennec,482,784,3,2,1,5,10,5,4,60,374,43.45,2610,1747,863,21,78,735,488,247,6,22,58.7,33.14,167,210,96,1420,617058,265.14,55.42,169.92,35.52,43.32,9.06,264.74,55.34,190.31,39.78,23.32,4.87,6.69,0.12,56,233.9,218.4,2593,2534,2654,3272,342.78,71.66,135.59,28.34,298.73,62.45,179.64,37.55,220.08,46.01,134.88,28.2,123.42,25.8,0,1,champion
blue,Lyzen669,Epic,098f4de885064a21bc3422c728e54eab,4284,Fennec,482,671,3,1,0,7,10,5,1,42.86,393,53.23,3218,2669,549,33,47,974,758,216,9,18,32.34,80.04,318,642,141,1551,666676,220.72,46.32,187.93,39.43,67.91,14.25,250.37,52.54,203.03,42.6,23.16,4.86,5.93,0.15,39,214.5,229.3,2584,2538,2616,3272,341.08,71.57,135.47,28.43,274.45,57.59,202.1,42.41,210.9,44.25,144.74,30.37,120.92,25.37,1,1,champion
orange,not_alberto_08,PS4,not_alberto_08,4284,Fennec,482,828,2,2,3,5,12,6,3,40,297,47.72,2401,1867,534,22,45,280,187,93,2,8,73.58,43.08,312,337,12,1317,564152,291.05,60.76,156.23,32.62,31.71,6.62,296.2,61.84,173.52,36.23,9.28,1.94,5.46,0.18,30,225.5,220.8,2569,2587,2536,3136,342.69,71.54,136.3,28.46,328.12,68.5,150.87,31.5,251.64,52.54,147.56,30.81,79.79,16.66,0,1,champion
orange,not_Javi_05,PS4,not_Javi_05,4284,Fennec,482,755,3,2,1,5,12,6,3,60,357,44.64,2857,2032,825,26,71,722,480,242,6,21,39.52,56.66,919,579,119,1467,640711,242.47,50.47,187.98,39.13,49.93,10.39,337.35,70.23,133.78,27.85,9.25,1.93,8.55,0.1,82,227.7,224,2497,2458,2523,3136,337.09,70.17,143.29,29.83,322.58,67.15,157.79,32.85,238.14,49.57,159.4,33.18,82.84,17.24,2,0,champion
blue,Boxed_by_tothor,Epic,087eff343c324da597023c4db68cb5af,4284,Fennec,373,599,3,0,2,4,11,4,1,75,352,45.88,2122,1495,627,17,48,247,100,147,1,13,50.73,42.99,344,209,0,1483,506985,175.07,47.05,144.74,38.9,52.31,14.06,225.17,60.51,132,35.47,14.95,4.02,2.84,0.14,21,171.7,181.5,2272,2043,2477,3162,259.2,69.65,112.92,30.35,242.82,65.25,129.31,34.75,179.26,48.17,117.62,31.61,75.24,20.22,0,0,champion
blue,Manteigas,Steam,76561198193811931,4284,Fennec,373,338,0,1,2,1,11,4,3,0,355,47.67,1965,1307,658,15,61,276,133,143,2,14,38.29,37.59,190,124,5,1467,495238,191.55,51.84,142.28,38.5,35.7,9.66,233.5,63.19,125.76,34.03,10.26,2.78,5.96,0.17,35,181.1,174.2,2788,2702,2898,3162,260.62,70.53,108.91,29.47,241.44,65.34,128.09,34.66,181.42,49.09,120.9,32.72,67.21,18.19,0,1,champion
orange,leon_c740,PS4,leon_c740,4284,Fennec,373,717,4,0,1,8,5,3,0,50,359,47.85,2103,1471,632,19,56,383,182,201,2,18,58.16,32.12,229,332,17,1418,480541,192.57,52.08,150.99,40.83,26.23,7.09,223.44,60.42,138.82,37.54,7.54,2.04,5.64,0.15,37,150.1,200.2,2554,2531,2612,3402,259.25,70.11,110.54,29.89,220.58,59.65,149.22,40.35,154.36,41.74,125.14,33.84,90.3,24.42,0,0,champion
orange,Freddy,Steam,76561198193494919,803,Batmobile (2016),373,453,0,3,1,3,5,3,3,0,382,45.76,2126,1688,438,20,39,554,375,179,4,16,50.25,64.32,250,322,35,1500,515768,189.97,51.01,143.23,38.46,39.24,10.54,215.36,57.82,140.83,37.81,16.26,4.37,2.58,0.17,15,203.5,151.4,2553,2489,2617,3402,276.86,74.33,95.59,25.67,230.93,62,141.51,38,164.79,44.24,118.04,31.69,89.62,24.06,1,0,champion
blue,yevol.,Epic,efd8f755ff9a47f3b54b6358c36d5393,4284,Fennec,207,222,0,0,2,1,6,3,1,0,379,40.95,1371,1011,360,11,32,359,287,72,3,6,35.11,18.27,115,99,12,1454,280222,101.82,49.86,86.21,42.21,16.19,7.93,125.85,61.62,64.92,31.79,13.45,6.59,4.08,0.09,46,104.1,93.7,2035,1434,2483,2836,168.79,82.65,35.43,17.35,151.2,74.04,53.02,25.96,121.64,59.56,57.85,28.33,24.73,12.11,0,1,champion
blue,LilxTweezy,PS4,LilxTweezy,4284,Fennec,207,36,0,0,0,0,6,3,2,0,287,56.66,1085,619,466,9,41,95,0,95,0,8,16.64,24.62,57,299,0,1377,266303,123.23,59.78,64.04,31.07,18.86,9.15,122.31,59.34,74.17,35.98,9.65,4.68,4.48,0.16,28,95.7,102,2653,2671,2672,2836,146.76,71.2,59.37,28.8,153.21,74.33,52.92,25.67,107.84,52.32,83.55,40.53,14.74,7.15,0,0,champion
orange,marci9090,PS4,marci9090,23,Octane,207,354,2,0,1,4,1,0,0,50,384,43.99,1414,1010,404,11,35,121,0,121,0,10,15.2,20.31,93,93,0,1501,294547,102.13,49.23,92.03,44.36,13.28,6.4,126.32,60.89,78.76,37.97,2.36,1.14,7.81,0.24,33,118.5,79.4,2597,2564,2644,3548,169.1,81.52,38.33,18.48,122.26,58.94,85.18,41.06,76.34,36.8,91.49,44.1,39.61,19.09,0,0,champion
orange,FiNiNhOOfIcIaL,PS4,FiNiNhOOfIcIaL,6939,Ford Mustang Mach-E RLE,207,310,1,1,0,2,1,0,0,50,490,57.03,1578,1317,261,17,26,670,527,143,6,14,17.06,33.2,239,409,80,1580,305999,88.01,42.41,87.14,42,32.35,15.59,109.92,52.98,85.92,41.41,11.65,5.61,1.68,0.13,13,83.4,115.7,2396,2230,2603,3548,148.81,71.72,58.68,28.28,106.09,51.13,101.4,48.87,72.82,35.1,78.82,37.99,55.85,26.92,1,0,champion
blue,imjustkerrien,Epic,a0820cca5ecc40578c6b208d8bd0b9f5,4284,Fennec,376,907,3,4,2,4,10,3,2,75,373,45.76,2016,1338,678,15,57,383,140,243,2,15,32.02,36.25,129,116,61,1485,487522,183.54,50.02,142.23,38.76,41.14,11.21,180.71,49.25,164.76,44.9,21.45,5.85,6.26,0.13,47,175.3,176.4,2602,2456,2819,3416,284.24,77.47,82.68,22.53,220.28,60.03,146.64,39.97,159.46,43.46,122.43,33.37,85.04,23.18,1,1,champion
blue,Manteigas,Steam,76561198193811931,4284,Fennec,376,707,4,1,1,6,10,3,1,66.67,366,41.6,2106,1616,490,18,45,684,477,207,5,17,40.75,29.99,102,76,22,1518,501431,191.54,51,146.29,38.95,37.72,10.04,206.66,55.03,155.4,41.38,13.48,3.59,5.86,0.12,48,185,178,2842,2904,2819,3416,288.41,76.8,87.14,23.2,222.11,59.14,153.44,40.86,170.13,45.3,100.12,26.66,105.29,28.04,2,0,champion
orange,Balaginchey,PS4,Balaginchey,4284,Fennec,376,547,2,0,2,6,10,7,5,33.33,455,43.96,2307,1872,435,21,31,417,273,144,3,12,64.43,31.73,216,238,26,1466,477097,185.03,50.5,128.03,34.94,53.34,14.56,168.54,46,167.47,45.71,30.4,8.3,3.2,0.1,31,152.4,202.5,2030,1569,2377,2777,242.58,66.2,123.83,33.8,218.99,59.77,147.41,40.23,171.45,46.79,103.65,28.29,91.31,24.92,0,1,champion
orange,Marioairesperez,Epic,bbd27226ec0c4126ac7e0d837a2cad30,2269,Fast & Furious Nissan Skyline,376,304,1,0,0,4,10,7,2,25,339,44.68,1839,1314,525,17,45,439,354,85,5,9,35.27,45.32,227,407,157,1436,472340,195.82,53.58,136.6,37.37,33.08,9.05,238.41,65.23,125.11,34.23,1.97,0.54,5.24,0.15,35,203,144.9,2735,2563,2827,2777,257.57,70.47,107.92,29.53,243.09,66.51,122.4,33.49,184.18,50.39,114.22,31.25,67.1,18.36,1,2,champion
blue,KontsaGoblin,Steam,76561198057857698,4284,Fennec,354,763,3,1,4,4,8,3,2,75,332,49.03,1970,1333,637,16,56,307,188,119,2,10,41.56,33.4,0,241,12,1457,468589,169.04,47.68,163.5,46.11,22.02,6.21,173.91,49.05,170.97,48.22,9.68,2.73,8.31,0.14,61,191.8,132.3,2596,2619,2593,3088,287.27,81.02,67.28,18.98,230.97,65.14,123.58,34.86,174.85,49.31,116.89,32.97,62.82,17.72,1,0,champion
blue,Bot_2.46,Epic,3f765142550e4394abafadff2d95aab3,4284,Fennec,354,570,2,2,0,6,8,3,1,33.33,384,52.5,2366,1805,561,21,46,607,409,198,5,18,54.82,62.94,166,325,104,1506,482307,185.15,52.5,119.52,33.89,47.97,13.6,167.37,47.46,163.55,46.38,21.73,6.16,4.9,0.09,52,131.7,189.5,2174,1988,2360,3088,248.96,70.6,103.69,29.4,201.6,57.17,151.05,42.83,148.68,42.16,114.01,32.33,89.97,25.51,1,0,champion
orange,playgeeker,PS4,playgeeker,4284,Fennec,354,518,2,1,1,5,10,5,2,40,333,43.87,2038,1466,572,17,50,563,363,200,4,18,50.5,20.86,257,238,37,1549,493741,160.3,45.7,133.03,37.92,57.46,16.38,175.7,50.09,161.57,46.06,13.52,3.85,3.06,0.11,28,148.4,190.1,2332,2116,2540,2996,257.02,73.27,93.78,26.73,224.63,64.03,126.17,35.97,162.42,46.3,112.93,32.19,75.45,21.51,0,1,champion
orange,Kyrno,Epic,20d4d58974174ad58ae5ca202a91ec87,23,Octane,354,280,1,0,0,3,10,5,3,33.33,393,50.55,2161,1321,840,16,78,406,100,306,1,27,32.85,26.02,441,229,15,1532,470983,163.5,48.07,118.62,34.88,58,17.05,200.35,58.91,129.88,38.19,9.89,2.91,8.99,0.09,95,172.9,138.1,2495,2285,2670,2996,251.33,73.89,88.79,26.11,231.99,68.21,108.13,31.79,175.77,51.68,102,29.99,62.34,18.33,0,1,champion
blue,w0LT3.,Epic,4c60400bd43446f8b2e4b7f3b7cf1bc9,4284,Fennec,343,298,1,0,0,3,5,4,2,33.33,462,49.46,2591,1874,717,21,64,685,400,285,4,24,62.59,25.53,357,190,0,1672,542772,120.96,35.21,159.53,46.44,63.02,18.35,187.88,54.69,137.08,39.91,18.55,5.4,6.5,0.11,59,183.1,149.1,2456,2118,2969,3216,232.12,67.57,111.38,32.43,196.67,57.25,146.83,42.75,140.15,40.8,106.53,31.01,96.82,28.19,1,0,champion
blue,Daddy Micfame,Epic,bde0d9b400f64d1c9e2654cedb62af08,23,Octane,343,276,0,0,0,6,5,4,2,0,459,44.19,2656,1982,674,23,59,610,273,337,3,29,49.96,44.91,353,343,36,1493,475513,163.89,48.57,124.39,36.86,49.18,14.57,195.11,57.82,130.49,38.67,11.84,3.51,6.11,0.13,46,149.4,176.6,2300,1982,2638,3216,230.48,68.3,106.97,31.7,184.92,54.8,152.54,45.2,141.28,41.87,94.53,28.01,101.64,30.12,1,2,champion
orange,Twikz Bouba,Epic,fd60e9bb9bbf472586ca1a7fe9191a1b,4284,Fennec,343,896,3,1,5,4,9,1,1,75,310,54.48,1818,1327,491,18,43,236,60,176,1,15,33.72,28.02,155,406,40,1493,479712,166.72,49,137.3,40.35,36.25,10.65,197.23,57.96,129.08,37.93,13.96,4.1,4.48,0.11,39,198.3,131.3,2375,2227,2441,3361,264.57,77.75,75.71,22.25,232.81,68.42,107.47,31.58,175.42,51.55,107.98,31.73,56.87,16.71,0,1,champion
orange,Eddy O' Cane,Steam,76561198218084103,1568,Octane ZSR,343,448,1,2,2,1,9,1,0,100,331,52.06,1832,1079,753,16,65,452,329,123,6,11,32.82,28.9,257,516,275,1464,469850,177.31,52.07,126,37,37.2,10.92,220.52,64.76,108.88,31.97,11.12,3.27,9.65,0.16,62,135,195.3,2758,3155,2586,3361,218.3,64.11,122.21,35.89,225.49,66.22,115.03,33.78,162.99,47.87,103.38,30.36,74.14,21.77,2,1,champion
blue,nosey0003,Epic,fb211e52cce94cfd9a3de91ab91680ef,23,Octane,409,773,4,1,1,7,12,6,4,57.14,463,47.19,2997,2105,892,27,85,542,219,323,4,28,46.31,26.67,411,206,59,1638,584760,155.21,38.59,181.3,45.08,65.7,16.33,213.3,53.03,177.29,44.08,11.61,2.89,15.81,0.11,147,176.8,196.5,2411,2258,2615,3234,301.37,74.93,100.83,25.07,256.98,63.89,145.22,36.11,177.15,44.05,145.41,36.15,79.64,19.8,1,3,champion
blue,Texas Matt,Steam,76561199020036156,4284,Fennec,409,516,1,0,4,4,12,6,2,25,394,42.07,2607,1898,709,22,63,598,389,209,5,20,34.32,37.85,434,303,110,1533,550933,189.48,47,160.48,39.81,53.16,13.19,231.23,57.36,155.51,38.58,16.38,4.06,6.93,0.07,103,201.1,181.2,2634,2493,2781,3234,298.86,74.14,104.26,25.86,265.42,65.84,137.69,34.16,198.82,49.32,121.18,30.06,83.12,20.62,0,1,champion
orange,JEBN0T,Epic,35e60eeb3520432981265b3e2ea142d6,4284,Fennec,409,835,5,1,0,9,11,5,4,55.56,429,45.6,2612,2072,540,24,49,330,190,140,2,13,52.81,38.63,595,347,18,1532,557398,197.66,48.38,156.88,38.4,54,13.22,250.67,61.36,146.77,35.92,11.11,2.72,7.1,0.09,82,247.4,131.3,2506,2298,2652,3251,323.46,79.17,85.08,20.83,306.92,75.13,101.62,24.87,234.53,57.41,121.44,29.73,52.57,12.87,2,0,champion
orange,Xeromecca,Epic,6436391244fc41acb232bc17c9ff5bef,23,Octane,409,702,1,2,6,3,11,5,1,33.33,441,46.9,3012,2196,816,28,66,948,625,323,7,20,95.76,55.34,280,663,80,1607,577363,171.6,42.44,162.33,40.15,70.36,17.4,195.26,48.3,193.36,47.83,15.65,3.87,4.17,0.17,24,127.3,242.4,2632,2324,2990,3251,270.97,67.02,133.32,32.98,252.45,62.44,151.83,37.56,176.02,43.54,148.92,36.84,79.34,19.63,2,1,champion
blue,KUNIGAMIPROUT,Steam,76561198876971245,4284,Fennec,85,138,0,1,1,0,5,3,3,0,451,52,598,474,124,6,11,23,0,23,0,2,9.55,2.71,18,125,0,1556,104763,37.98,45.85,37.27,45,7.58,9.15,42.87,51.76,39.96,48.24,0,0,0.42,0.08,5,49.1,50,2362,1724,3042,2911,51.7,62.42,31.13,37.58,71.34,86.12,11.5,13.88,56.72,68.47,23.47,28.33,2.65,3.2,0,0,champion
blue,Oxollis.,Epic,2bc7ed0ed8a44621ab9eda639a19885d,4284,Fennec,85,134,1,0,0,1,5,3,0,100,512,34.09,284,200,84,2,7,12,0,12,0,1,4.93,1.35,0,0,0,1676,61584,19.89,41.45,21.02,43.8,7.08,14.75,25.17,52.44,20.95,43.65,1.88,3.92,0.8,0.07,11,19.2,18.1,2592,2412,2653,2911,37.53,78.19,10.47,21.81,42.05,87.62,5.94,12.38,33.51,69.83,10.31,21.48,4.17,8.69,0,0,champion
orange,bdsyta,Epic,eda2e82f84744e9c888955755592b870,4284,Fennec,85,310,2,1,0,3,1,1,1,66.67,302,52.32,534,452,82,7,7,65,29,36,1,3,9.72,18.51,40,158,70,1477,103068,48.57,56.89,25.33,29.67,11.48,13.45,51.04,59.78,32.95,38.59,1.39,1.63,0.77,0.06,13,27.4,40.8,2589,2784,2429,3127,75.24,88.12,10.14,11.88,43.68,51.16,41.7,48.84,28.03,32.83,36.07,42.25,21.28,24.92,0,0,champion
orange,w0LT3.,Epic,4c60400bd43446f8b2e4b7f3b7cf1bc9,4284,Fennec,85,146,1,0,0,2,1,1,0,50,381,44.97,464,394,70,4,7,20,0,20,0,2,12.36,18.14,6,10,4,1598,112725,39.72,46.54,32.45,38.02,13.17,15.43,45.78,53.64,29.84,34.96,9.73,11.4,0.59,0.07,9,40.9,27.6,3313,3342,3162,3127,78.57,92.06,6.78,7.94,47.89,56.11,37.46,43.89,35,41.01,35.07,41.09,15.28,17.9,0,0,champion
blue,Dave.,Steam,76561198331766349,4284,Fennec,211,619,2,2,3,4,5,1,1,50,352,50.52,1112,758,354,10,30,264,126,138,2,12,13.23,18.19,77,244,74,1484,281183,101.77,48.82,84.04,40.31,22.65,10.87,124.99,59.96,81.18,38.94,2.29,1.1,1.6,0.11,15,120.1,71.4,2802,2522,3165,3565,167.8,80.5,40.66,19.5,127.08,60.96,81.38,39.04,97.26,46.65,58.1,27.87,53.11,25.48,0,1,champion
blue,blue_man_07,Epic,f79838cb8f50466b8937a688f656a5fb,23,Octane,211,396,2,1,0,3,5,1,0,66.67,424,50.67,1615,1222,393,15,35,558,379,179,5,16,9.27,23.24,285,189,40,1615,311251,87.33,41.29,83.42,39.44,40.74,19.26,119.77,56.63,81.58,38.57,10.14,4.79,4.06,0.13,32,74.8,119.7,2617,2337,2853,3565,147.77,69.87,63.71,30.13,104.48,49.4,107.01,50.6,74.62,35.28,66,31.21,70.86,33.51,0,0,champion
orange,Pulse Tommy,Epic,0f02bc73829e4cc3be4bfc38c86d1b1c,4284,Fennec,211,267,1,0,1,4,7,4,3,25,388,48.46,1330,1120,210,12,20,375,320,55,4,5,37.36,27.05,90,100,84,1463,281241,106.1,50.24,78.65,37.24,26.43,12.52,123.64,58.55,81.74,38.71,5.8,2.75,4.17,0.21,20,94.8,100.4,2595,2377,2813,3162,145.66,68.98,65.51,31.02,149.61,70.85,61.56,29.15,119.43,56.55,52.96,25.08,38.79,18.37,0,0,champion
orange,we0r,Epic,c8edd2ecdb234ba0a919032dd9399cf7,4284,Fennec,211,237,0,1,1,1,7,4,1,0,452,41.73,1665,1144,521,12,47,545,364,181,4,15,34.23,16.36,361,74,35,1588,300905,88.45,42.47,81.34,39.06,38.47,18.47,136.62,65.6,67.3,32.32,4.34,2.08,4.76,0.12,41,99.2,91.9,2335,1710,2869,3162,137.01,65.79,71.24,34.21,149.89,71.98,58.36,28.02,121.95,58.56,51.73,24.84,34.58,16.6,1,0,champion
blue,Huntery_wa7sh,PS4,Huntery_wa7sh,23,Octane,351,790,2,3,2,7,3,1,1,28.57,400,54.9,2321,1701,620,24,58,226,44,182,1,16,41.33,56.24,212,765,62,1628,534621,139.38,39.66,135.38,38.52,76.66,21.81,160.12,45.56,157.59,44.84,33.71,9.59,3.51,0.05,72,187.7,145.6,2586,2331,2959,3256,285.02,81.11,66.4,18.89,213.64,60.79,137.78,39.21,160.62,45.71,112.22,31.93,78.58,22.36,1,0,champion
blue,karxosa,PS4,karxosa,4284,Fennec,351,533,3,0,0,8,3,1,0,37.5,394,45.65,2240,1400,840,17,76,540,200,340,2,30,31.09,28.75,180,316,0,1526,500769,154.55,44.1,161.26,46.02,34.61,9.88,216.94,61.91,127.03,36.25,6.44,1.84,5.45,0.1,57,144.8,187.2,2374,2274,2456,3256,258.62,73.8,91.79,26.2,185.53,52.95,164.88,47.05,130.27,37.18,122,34.82,98.15,28.01,0,0,champion
orange,Dave.,Steam,76561198331766349,4284,Fennec,351,537,1,0,3,1,15,5,1,100,313,53.51,1782,1328,454,18,39,264,72,192,1,16,11.18,50.23,170,483,27,1446,471181,183.96,52.4,134.3,38.26,32.78,9.34,217.07,61.84,129.73,36.96,4.24,1.21,4.17,0.13,31,175.6,158.1,2741,2550,2948,3243,241.13,68.69,109.91,31.31,250.91,71.48,100.13,28.52,183.85,52.37,116.52,33.19,50.67,14.43,0,0,champion
orange,blue_man_07,Epic,f79838cb8f50466b8937a688f656a5fb,23,Octane,351,374,0,0,2,2,15,5,4,0,426,55.3,2519,1961,558,26,49,592,434,158,5,14,15.39,46.88,229,612,30,1468,476621,181.86,52.21,121.96,35.01,44.52,12.78,206.1,59.17,122.56,35.19,19.67,5.65,5.7,0.12,47,159.5,173.6,2328,2092,2549,3243,243.03,69.77,105.3,30.23,251.75,72.27,96.58,27.73,198.48,56.98,89.09,25.58,60.76,17.44,0,1,champion
blue,Raph1nha,Epic,af203af323b74372a1edfb38f351c0bf,4284,Fennec,189,215,0,0,2,0,10,4,2,0,291,47.68,873,592,281,8,25,362,291,71,4,6,13.95,22.03,82,214,108,1302,215066,106.91,59.19,58.85,32.58,14.86,8.23,124.39,68.86,55.54,30.75,0.7,0.39,1.7,0.15,11,69.9,104.5,2484,2116,2708,3023,128.13,70.94,52.49,29.06,121.17,67.08,59.46,32.92,93.86,51.97,44.5,24.64,42.26,23.4,0,2,champion
blue,Beolz12,Epic,09a3c062002d46d796bab6b581ebef6e,403,Dominus,189,195,0,0,2,1,10,4,2,0,292,42.62,998,652,346,7,30,200,95,105,1,9,20.36,17.13,141,51,8,1315,224527,117.95,63.48,55.12,29.67,12.73,6.85,120.87,65.05,56.4,30.36,8.53,4.59,1.97,0.09,21,107.9,72.4,2292,2452,2124,3023,138.65,74.62,47.15,25.38,150.38,80.93,35.43,19.07,120.65,64.93,49.4,26.59,15.76,8.48,0,1,champion
orange,simjkl,Steam,76561198066555492,23,Octane,189,462,2,2,0,7,1,0,0,28.57,484,52.54,1543,1188,355,15,33,540,388,152,5,13,17.96,20.71,137,262,111,1542,269162,84.65,44.79,78,41.27,26.36,13.95,108.98,57.66,72.45,38.33,7.58,4.01,5.07,0.11,46,83.5,88.6,1929,1718,2026,3384,142.08,75.17,46.93,24.83,88.69,46.93,100.31,53.07,68,35.98,54.71,28.95,66.3,35.08,1,0,champion
orange,Naumal,Steam,76561198099773634,4284,Fennec,189,370,2,1,1,3,1,0,0,66.67,419,51.37,1234,787,447,10,38,406,298,108,4,9,29.79,18.77,149,217,101,1516,262236,87.88,46.54,81.68,43.25,19.28,10.21,118.02,62.5,61.65,32.65,9.16,4.85,3.4,0.08,43,88.1,83.6,2926,2492,3247,3384,139.58,73.92,49.25,26.08,109.23,57.84,79.61,42.16,83.16,44.04,47.74,25.28,57.94,30.68,2,0,champion
blue,****************,Epic,687c7017fcd74033b02c04666df3e0ff,403,Dominus,394,356,1,0,0,2,7,8,8,50,481,50.45,2844,2292,552,31,47,285,160,125,2,11,46.91,35.65,538,722,39,1528,523824,186.5,48.08,143.73,37.06,57.64,14.86,211.3,54.48,157.04,40.49,19.53,5.04,5.79,0.1,56,298,290.3,1784,1246,2071,2460,254.09,65.51,133.78,34.49,301.1,77.63,86.77,22.37,241.67,62.31,99.68,25.7,46.52,11.99,0,0,champion
blue,MachAusDiePlayse,PS4,MachAusDiePlayse,23,Octane,394,50,0,0,0,0,7,8,0,0,302,45.66,724,481,243,5,24,48,0,48,0,4,26.04,9.47,120,46,0,1496,195438,80.39,53.08,53.88,35.58,17.17,11.34,84.92,56.08,65.24,43.08,1.28,0.85,0.96,0.09,11,71.8,75.7,2577,2313,2763,2460,107.86,71.22,43.58,28.78,123.3,81.42,28.14,18.58,98.89,65.3,38.64,25.52,13.91,9.19,0,1,champion
