color,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,avg distance to team mates,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,rank
blue,C.Reach_Around,Epic,12d18acb686a402caec3a5a1cc0aee22,4284,Fennec,393,132,0,1,0,0,12,5,3,0,293,32.8,1592,643,949,8,80,306,73,233,1,20,55.06,12.14,208,131,0,1282,448035,260.42,66.74,107.85,27.64,21.91,5.62,276.79,70.94,111,28.45,2.37,0.61,7.74,0.16,48,187.4,172.1,2646,2721,2591,2883,260.02,66.64,130.15,33.36,273.03,69.98,117.14,30.02,197.8,50.7,131.92,33.81,60.45,15.49,0,0,silver
orange,Assassin3909,Epic,18ee2cf282d84d31b60d846843b767f2,4284,Fennec,393,653,3,2,0,8,4,4,2,37.5,356,52.67,2169,1689,480,21,42,314,142,172,2,15,46.06,44.26,398,419,57,1372,480914,213.85,55.06,137.04,35.29,37.47,9.65,252.73,65.08,129.83,33.43,5.8,1.49,1.87,0.62,3,192.4,168.2,2819,2579,2969,3352,301.87,77.73,86.49,22.27,244.88,63.05,143.48,36.95,192.39,49.54,117,30.13,78.97,20.33,0,1,silver
orange,Viper518,XBox,37cf1a0300000900,23,Octane,393,317,2,0,0,4,4,4,2,50,210,52.29,1446,920,526,13,45,334,114,220,2,19,37.31,69.3,154,396,93,1286,453345,264.69,67.74,111.1,28.43,14.96,3.83,251.62,64.39,135.04,34.56,4.09,1.05,14.25,0.75,19,167.9,196.1,2791,2820,2817,3352,263.02,67.31,127.73,32.69,236.97,60.64,153.78,39.36,170.3,43.58,134.24,34.35,86.21,22.06,0,0,silver
blue,SBK_39,Epic,ae6ec7d11e3240f58d7740c98541b3a1,4284,Fennec,351,713,3,1,2,4,3,1,1,75,454,47.79,2528,1863,665,23,57,758,500,258,5,22,50.84,33.48,258,448,4,1488,490523,167.37,47.65,139.52,39.72,44.38,12.63,184.46,52.51,134.39,38.26,32.42,9.23,3.11,0.16,20,164.1,173,1978,1902,2081,2953,251.65,71.64,99.62,28.36,207.49,59.07,143.79,40.93,156.86,44.66,110.62,31.49,83.79,23.85,0,0,silver
blue,AndyIWX,XBox,a1bd5f7afd010900,23,Octane,351,406,1,2,0,3,3,1,0,33.33,362,49.43,2199,1719,480,20,42,208,0,208,0,18,45.24,34.1,578,203,3,1494,482720,160.03,45.94,145.38,41.74,42.91,12.32,211.77,60.8,121.41,34.86,15.14,4.35,3.9,0.14,27,172.7,160.5,2310,2181,2528,2953,251.08,72.08,97.24,27.92,202.19,58.05,146.13,41.95,162.37,46.62,92.38,26.52,93.57,26.86,0,1,silver
orange,BOB0S11,Epic,24ab890b9efa465899da75027c4a9d42,4284,Fennec,351,467,1,0,3,2,7,4,3,50,340,53.23,1787,1465,322,18,29,127,0,127,0,12,45.48,45.37,263,347,7,1525,500212,160.88,45.8,143.68,40.9,46.71,13.3,197.87,56.33,129.39,36.83,24.01,6.84,5.67,0.09,64,174.3,159.8,2302,2146,2402,2984,260.92,74.28,90.35,25.72,227.05,64.64,124.22,35.36,178.33,50.77,85.32,24.29,87.62,24.94,1,0,silver
orange,C.Reach_Around,Epic,12d18acb686a402caec3a5a1cc0aee22,4284,Fennec,351,110,0,0,0,1,7,4,1,0,278,38.73,1482,616,866,8,67,226,100,126,1,11,40.43,16.49,87,179,0,1321,431298,202.61,57.68,131.93,37.56,16.7,4.75,228.08,64.94,120.12,34.2,3.04,0.87,7.56,0.17,44,159.6,173.7,2756,2560,2876,2984,235.87,67.16,115.36,32.84,227.55,64.78,123.69,35.22,173.89,49.51,100.11,28.5,77.24,21.99,0,0,silver
blue,LordjosejoseCHA,PS4,LordjosejoseCHA,1856,JÃ¤ger 619,351,743,1,2,5,1,12,2,0,100,199,51.98,1248,861,387,14,34,138,78,60,1,5,26.26,41.39,60,457,21,1234,400231,231.06,65.89,101.73,29.01,17.89,5.1,213.51,60.88,127.81,36.45,9.36,2.67,3.14,0.17,18,201.4,137.2,2451,2611,2283,2900,260.75,74.36,89.93,25.64,265.53,75.72,85.15,24.28,219.66,62.64,81.29,23.18,49.73,14.18,1,0,silver
blue,mezaelregio,Epic,e2de70dec5b24e6d99c6a829c490a27a,1171,Masamune,351,477,2,1,1,3,12,2,2,66.67,195,42.87,1089,340,749,4,63,367,187,180,2,15,49.22,25.21,174,67,12,1379,449667,208.32,59.78,113.32,32.52,26.85,7.7,208.26,59.76,137.13,39.35,3.12,0.9,3.63,0.61,6,137.6,199.1,2259,2472,2042,2900,226.34,64.95,122.16,35.05,238.39,68.4,110.11,31.6,186.08,53.39,96.78,27.77,65.64,18.84,1,1,silver
orange,GoofysPipe,PS4,GoofysPipe,10901,Shokunin GXT,351,500,1,1,0,8,4,3,2,12.5,416,52.73,2394,1833,561,26,50,767,600,167,8,16,16.66,50.24,142,767,199,1400,453011,186.01,53.85,124.27,35.98,35.14,10.17,204.45,59.19,132.5,38.36,8.47,2.45,6.48,0.18,36,148.9,184.2,1752,1195,2281,3024,232.55,67.33,112.86,32.67,171.14,49.55,174.27,50.45,127.74,36.98,86.38,25.01,131.3,38.01,1,2,silver
orange,C.Reach_Around,Epic,12d18acb686a402caec3a5a1cc0aee22,4284,Fennec,351,342,1,1,1,4,4,3,1,25,302,40.68,1769,983,786,12,69,655,401,254,5,22,67.95,27.58,52,227,97,1321,435163,205.8,58.6,126.1,35.9,19.32,5.5,228.29,65,122.93,35,0,0,5.78,0.14,40,190.7,148.7,2729,2397,3097,3024,236.46,67.33,114.76,32.67,186.14,53,165.09,47,137.03,39.01,97.92,27.88,116.28,33.11,0,0,silver
blue,GoofysPipe,PS4,GoofysPipe,10901,Shokunin GXT,405,536,1,1,1,7,6,2,0,14.29,362,49.15,2390,1669,721,20,62,968,669,299,8,26,61.96,41.52,246,344,139,1419,536290,211.69,52.71,140.4,34.96,49.54,12.33,218.57,54.42,167.13,41.61,15.92,3.96,4.16,0.16,26,163.8,223.8,2061,1469,2693,2991,279.98,69.71,121.65,30.29,222.66,55.44,178.97,44.56,163.67,40.75,112.65,28.05,125.31,31.2,1,1,silver
blue,C.Reach_Around,Epic,12d18acb686a402caec3a5a1cc0aee22,4284,Fennec,405,343,2,0,1,3,6,2,2,66.67,346,48.15,2249,1169,1080,14,96,534,200,334,2,30,37,23.16,173,217,3,1398,527710,209.38,52.14,165.57,41.23,26.61,6.63,278.79,69.43,118.78,29.58,3.99,0.99,7.97,0.13,60,226.9,160.8,2708,2596,2826,2991,279.53,69.61,122.03,30.39,232.79,57.97,168.78,42.03,161.5,40.22,142.21,35.41,97.85,24.37,0,1,silver
orange,Chrollo Uzumaki,Epic,01f97f5e7207453fab9577779a661a82,23,Octane,405,766,2,0,5,4,10,3,3,50,353,49.7,2338,1905,433,22,41,172,100,72,1,6,63.41,47.26,500,237,0,1378,517133,221.62,55.18,141.79,35.31,38.19,9.51,274.44,68.34,117.46,29.25,9.7,2.42,2.69,0.12,23,220.9,229.3,2340,1778,2807,2876,304.87,75.92,96.72,24.08,271.11,67.51,130.49,32.49,208.9,52.02,114.64,28.55,78.05,19.44,2,1,silver
orange,Astrxll_,Epic,d7fffb8ae6c7449491f4ad1c1a71a604,23,Octane,405,204,0,1,0,2,10,3,0,0,309,55.67,1649,1160,489,14,41,468,276,192,3,16,64.13,20.47,188,242,23,1365,435476,189.29,56.53,122.52,36.59,23.05,6.88,221.17,66.05,113.41,33.87,0.28,0.08,7.73,0.39,20,170.2,162.9,2565,2465,2651,2876,229.54,68.55,105.32,31.45,216.32,64.6,118.53,35.4,162.78,48.61,103.57,30.93,68.51,20.46,0,0,silver
blue,HeLuv-_-Akame,PS4,HeLuv-_-Akame,4284,Fennec,111,160,1,0,0,1,2,1,0,100,319,54.44,621,503,118,6,10,212,154,58,2,5,2.77,16.07,85,98,47,1355,128273,69.14,61.98,35.55,31.87,6.87,6.16,78.89,70.72,29.38,26.34,3.28,2.94,0.76,0.38,2,63.5,41.4,2411,2415,2369,3261,85.67,76.79,25.89,23.21,70.38,63.09,41.18,36.91,56.96,51.06,27.29,24.46,27.31,24.48,1,0,silver
blue,User-26f13e0f17,Epic,bbdb07bfb35f4db4b1e81fc0db98ec2d,23,Octane,111,156,1,0,0,2,2,1,1,50,353,35.29,578,398,180,4,16,206,98,108,1,9,13.11,16.79,56,1,1,1374,131473,68.29,61.23,36.88,33.07,6.36,5.7,77.44,69.44,32.83,29.44,1.25,1.12,1.24,0.62,2,42.6,56.2,2920,3212,2579,3261,81.74,73.3,29.78,26.7,61.57,55.2,49.96,44.8,48.54,43.53,31.72,28.44,31.26,28.03,0,0,silver
orange,GoofysPipe,PS4,GoofysPipe,10901,Shokunin GXT,111,283,1,0,1,2,3,2,2,50,333,57.28,800,633,167,8,14,316,245,71,3,6,12.35,7.93,61,146,56,1379,127958,62.67,57.73,38.42,35.39,7.47,6.88,71,65.4,28.51,26.26,9.05,8.34,1.89,0.27,7,78.5,48.2,2433,1871,3082,4660,80,73.69,28.56,26.31,77.53,71.42,31.03,28.58,69.71,64.21,15.95,14.69,22.9,21.09,0,1,silver
