color,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,avg distance to team mates,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,rank
blue,BMTZ_10,Epic,9787b224ce7d4d91af7080f5a51d2eb9,4284,Fennec,197,264,1,0,1,1,7,3,1,100,395,42.12,1187,740,447,8,40,220,100,120,1,11,26.61,19.76,119,71,0,1598,281517,83.5,42.38,79.22,40.21,34.31,17.41,101.79,51.66,85.59,43.44,9.65,4.9,2.73,0.09,29,71.7,108.5,2088,2035,2139,2563,116.36,59.06,80.67,40.94,146.17,74.19,50.86,25.81,105.19,53.39,62.74,31.84,29.11,14.77,1,0,grand
blue,Cease,Steam,76561198386560716,4284,Fennec,197,166,0,1,1,0,7,3,2,0,406,43.79,1427,1142,285,13,26,29,0,29,0,3,54.6,15.4,26,159,0,1626,288794,76.45,38.82,85.1,43.21,35.38,17.97,82.71,42,101.18,51.38,13.05,6.63,3.4,0.08,41,109.7,74.2,2286,1729,2519,2563,134.69,68.39,62.25,31.61,152.98,77.68,43.96,22.32,121.33,61.61,51.28,26.04,24.33,12.35,1,0,grand
orange,schmippy,Steam,76561198064728953,4284,Fennec,197,560,3,0,1,6,1,1,1,50,468,49.06,1461,1091,370,12,33,221,100,121,1,10,31.37,13.72,236,113,0,1603,281654,80.44,41.47,81.52,42.02,32.03,16.51,103.26,53.23,85.15,43.89,5.59,2.88,2.34,0.12,20,102.9,80.1,2678,2796,2535,3100,170.52,87.9,23.47,12.1,111.86,57.66,82.13,42.34,81.46,41.99,56.31,29.03,56.21,28.98,0,1,grand
orange,Maddyb2007,Epic,e30a87083520486eb1fa1a0f568a166e,4284,Fennec,197,148,0,1,0,1,1,1,0,0,457,50.84,1433,1110,323,13,30,518,369,149,4,14,18.76,24.5,185,215,43,1750,305800,65.99,34.01,74.84,38.58,53.18,27.41,111,57.21,77.47,39.93,5.55,2.86,3.52,0.12,29,82.6,100.2,2312,2309,2329,3100,155.32,80.05,38.7,19.95,103.67,53.43,90.35,46.57,65.98,34.01,71.79,37,56.24,28.99,0,1,grand
blue,SacuEu,Epic,e2a946d00c3141a6953dff434996c750,5713,Ford F-150 RLE,335,473,2,0,1,3,7,4,1,66.67,485,50.78,2685,2072,613,28,54,383,222,161,4,15,45.78,34.38,490,743,187,1579,480738,143.43,43.83,111.14,33.96,72.68,22.21,176.5,53.93,132.47,40.48,18.28,5.59,7.79,0.13,58,165.8,148.9,2560,2352,2595,3093,246.38,75.29,80.87,24.71,233.42,71.33,93.83,28.67,178.04,54.4,91.88,28.08,57.33,17.52,0,1,grand
blue,Elite!#,Steam,76561198830639115,4284,Fennec,335,188,0,0,1,2,7,4,3,0,390,37.03,1987,1262,725,14,63,389,196,193,2,17,54.78,20.36,345,54,3,1557,480309,147.47,44.52,134.97,40.74,48.82,14.74,165.64,50,140.01,42.26,25.62,7.73,5.44,0.14,38,150.7,166.2,2372,2284,2310,3093,218.15,65.85,113.11,34.15,227.51,68.68,103.75,31.32,154.82,46.74,117.46,35.46,58.99,17.81,3,1,grand
orange,Oyiian Kaneki,Steam,76561198974046204,4284,Fennec,335,675,3,1,2,3,5,2,2,100,459,46.51,2166,1504,662,19,60,384,139,245,2,21,33.61,35.28,260,425,61,1544,472773,148.55,45.2,125.8,38.28,54.32,16.53,176.39,53.67,133.63,40.66,18.64,5.67,4.77,0.09,54,144.5,169.7,2193,1957,2456,3257,259.56,78.97,69.11,21.03,200.38,60.97,128.29,39.03,136.52,41.54,121.15,36.86,71,21.6,1,2,grand
orange,DedeKamii!,Steam,76561199023289984,4284,Fennec,335,394,1,1,1,4,5,2,0,25,431,49.24,2716,2009,707,22,63,785,500,285,5,26,46.69,17.6,240,62,4,1602,493509,144.44,43.54,122.96,37.06,64.37,19.4,173.36,52.25,132.95,40.07,25.45,7.67,8.88,0.09,96,175.7,141.4,2557,2241,2681,3257,254.11,76.59,77.65,23.41,195.3,58.87,136.47,41.13,139.71,42.11,105.4,31.77,86.65,26.12,1,1,grand
blue,derpy,Steam,76561198862540372,4284,Fennec,147,150,0,0,0,2,5,2,1,0,432,54.58,1103,836,267,10,26,83,0,83,0,8,20.57,27.49,42,182,0,1647,213985,53.45,37.76,60.19,42.53,27.9,19.71,72.11,50.95,56.24,39.73,13.19,9.32,1.6,0.09,18,69.5,72,2486,1966,2846,3229,97.27,68.72,44.27,31.28,96.8,68.39,44.74,31.61,75.84,53.58,38.43,27.15,27.27,19.27,0,2,grand
blue,rich trader,Steam,76561198352996529,4284,Fennec,147,133,0,0,1,1,5,2,1,0,442,54.39,1098,813,285,11,27,64,4,60,1,7,14.4,13.53,136,320,116,1638,227262,53.92,36.79,61.31,41.83,31.34,21.38,75.67,51.63,61.61,42.03,9.29,6.34,2.5,0.15,17,74.2,73,2091,2005,2102,3229,110.36,75.3,36.21,24.7,101.96,69.56,44.61,30.44,82.2,56.08,40.98,27.96,23.39,15.96,0,0,grand
orange,Thoqax (compte vendu),Steam,76561198083560472,4284,Fennec,147,348,0,1,3,1,3,0,0,0,417,56,1137,801,336,11,30,273,192,81,2,8,20.68,12.39,126,134,3,1649,229933,54.34,36.83,59.89,40.6,33.3,22.57,83.44,56.55,58.48,39.64,5.62,3.81,2.94,0.11,27,77,60.7,2393,2034,2558,3036,121.43,82.31,26.1,17.69,92.6,62.77,54.93,37.23,65.32,44.28,50.63,34.32,31.58,21.41,2,0,grand
orange,Hot-GIRL06,Epic,f09a6e56edb74ddd86fd77acf810fd03,23,Octane,147,296,2,0,0,4,3,0,0,50,277,46.35,664,463,201,6,17,107,0,107,0,9,10.09,11.85,68,138,0,1610,224718,56.01,37.94,71.06,48.13,20.57,13.93,70.54,47.78,71.22,48.24,5.88,3.98,6.39,0.14,46,64.8,76.8,2157,2141,2076,3036,106.75,72.3,40.89,27.7,83.9,56.83,63.73,43.17,63.54,43.04,42.2,28.58,41.9,28.38,0,0,grand
blue,LuxDal,Epic,8f9e380692af43d5ae3109894a574d58,4284,Fennec,398,854,1,3,5,2,9,3,1,50,404,41.59,2456,1880,576,22,52,416,259,157,4,13,59.99,35.97,208,326,140,1573,552665,169.24,43.44,146.65,37.64,73.72,18.92,162.66,41.75,183.69,47.15,43.27,11.11,3.5,0.05,66,193.1,169.1,2049,1955,2192,2831,307.94,79.04,81.67,20.96,237.93,61.07,151.69,38.93,176.39,45.27,111.8,28.7,101.42,26.03,2,2,grand
blue,Victor Mendivild1,Epic,5c0299fb907a43e3856596e51c604553,23,Octane,398,749,5,0,0,6,9,3,2,83.33,343,32.18,1895,1250,645,13,48,478,287,191,3,16,43.8,28.47,483,52,12,1490,536325,203.35,51.11,159.02,39.97,35.52,8.93,246.09,61.85,137.47,34.55,14.32,3.6,9.64,0.09,109,177.5,197.6,2464,2428,2540,2831,305.96,76.9,91.92,23.1,240.94,60.56,156.94,39.44,174.67,43.9,138.1,34.71,85.11,21.39,0,0,grand
orange,isbergues,Epic,43b5d5319bbe472289b3b693411ba735,4284,Fennec,398,557,3,0,0,6,8,6,3,50,316,51.86,1932,1087,845,13,77,314,95,219,1,20,25.67,43.5,179,196,3,1495,505506,208.31,53.64,115.94,29.85,64.11,16.51,193.85,49.92,178.67,46.01,15.83,4.08,6.53,0.13,52,166,207.1,2293,2000,2483,2630,260.71,67.13,127.64,32.87,244.44,62.94,143.92,37.06,192.27,49.51,120.19,30.95,75.89,19.54,1,0,grand
orange,akamze,Steam,76561198308557930,4284,Fennec,398,383,0,1,2,3,8,6,3,0,503,49.58,3482,2979,503,38,44,345,253,92,4,8,54.49,60.92,681,824,149,1553,552266,178.8,45.66,135.61,34.63,77.17,19.71,211.7,54.06,145.85,37.25,34.04,8.69,3.34,0.14,24,220.9,163,2100,1870,2239,2630,293.96,75.07,97.63,24.93,277.47,70.86,114.11,29.14,203.16,51.88,127.07,32.45,61.35,15.67,1,2,grand
blue,AMP,Steam,76561197995169338,4284,Fennec,213,362,1,2,0,2,3,0,0,50,421,33.85,1413,868,545,10,40,294,0,294,0,17,46.5,15.91,155,150,0,1606,318598,87.67,41.08,91.33,42.8,34.39,16.12,102.38,47.98,92.03,43.13,18.98,8.89,3.63,0.13,29,100.1,98.7,2193,1960,2351,2947,163.02,76.4,50.37,23.6,158.37,74.22,55.02,25.78,111.79,52.39,64.49,30.22,37.11,17.39,0,0,grand
blue,Shlumpy,Steam,76561198368693708,4284,Fennec,213,362,2,0,2,3,3,0,0,66.67,386,44.76,1420,910,510,11,46,260,100,160,1,15,14.47,31.36,398,202,0,1662,329642,89.23,41.84,71.97,33.75,52.05,24.41,133.48,62.59,73.13,34.29,6.65,3.12,4.77,0.11,43,98.9,100.3,2558,2410,2788,2947,147.28,69.06,65.98,30.94,142.14,66.65,71.12,33.35,100.31,47.04,79.67,37.36,33.27,15.6,2,0,grand
orange,Tempo Nova,Epic,1a2973dce4dc48a3a08afbd0100115a5,23,Octane,213,171,0,0,1,2,5,3,1,0,478,56.16,1657,1347,310,17,31,512,423,89,5,8,20.74,19.36,154,378,76,1686,328606,73,34.71,85.55,40.68,51.74,24.6,100.59,47.84,95.18,45.26,14.51,6.9,2.54,0.08,31,108.5,93.7,2337,2053,2516,3347,147.87,70.32,62.42,29.68,118.44,56.32,91.85,43.68,82.12,39.05,72.57,34.51,55.6,26.44,0,1,grand
orange,Giga Stinker,Epic,655460fca8294e55881a34650a62e929,4284,Fennec,213,122,0,0,0,1,5,3,2,0,386,40.63,1281,931,350,11,32,411,290,121,3,11,42.38,19.97,188,168,9,1615,315865,79.79,37.94,99.04,47.1,31.46,14.96,107.36,51.05,88.25,41.97,14.68,6.98,2.33,0.06,37,96.6,105.5,2598,2677,2553,3347,140.39,66.76,69.9,33.24,122.73,58.36,87.56,41.64,84.67,40.26,72.45,34.45,53.17,25.28,0,1,grand
blue,Mr.diccsson,Epic,a12e35dd3a144ecaaf40e1808317e136,4284,Fennec,234,617,3,0,1,5,4,0,0,60,423,50.96,1581,1221,360,17,32,224,100,124,1,12,45.85,44.02,214,498,20,1645,366402,91.24,38.95,96.38,41.15,46.61,19.9,112.36,47.97,99.62,42.53,22.25,9.5,4.86,0.12,39,95,126.6,2240,2176,2281,3160,186.4,79.58,47.83,20.42,141.39,60.36,92.84,39.64,94.17,40.2,88.33,37.71,51.73,22.09,1,0,grand
blue,Thoqax (compte vendu),Steam,76561198083560472,4284,Fennec,234,349,0,0,3,1,4,0,0,0,381,51.84,1586,990,596,12,54,299,176,123,2,11,21.61,17.61,217,186,3,1517,336618,110.51,47.19,84.01,35.88,39.64,16.93,126.35,53.96,99.06,42.3,8.75,3.74,4.74,0.13,36,126.4,94.4,2657,2434,2942,3160,188.41,80.46,45.75,19.54,161.42,68.94,72.74,31.06,117.4,50.14,80.09,34.2,36.67,15.66,0,0,grand
orange,rich trader,Steam,76561198352996529,23,Octane,234,305,0,0,2,2,6,3,1,0,528,51.77,2203,1810,393,22,37,682,576,106,6,11,28.8,24.95,332,381,28,1640,360273,86.88,37.6,92.3,39.94,51.91,22.46,107.73,46.62,105.42,45.62,17.93,7.76,3.47,0.12,30,99.5,121.7,1999,1634,2135,3026,160.17,69.31,70.92,30.69,142.17,61.52,88.92,38.48,103.52,44.8,70.61,30.56,56.96,24.65,0,1,grand
orange,SAD1sTic.,Epic,550bad8a24364d988c63b3126e98f989,4284,Fennec,234,104,0,0,0,2,6,3,2,0,443,53.71,1642,1165,477,13,35,119,0,119,0,10,28.34,26.43,330,143,0,1689,372702,75.09,32.39,107.67,46.45,49.06,21.16,131.63,56.78,94.85,40.92,5.33,2.3,3.81,0.11,35,124.7,99,2511,2185,2698,3026,158.14,68.22,73.68,31.78,149.25,64.38,82.57,35.62,102.72,44.31,84.51,36.46,44.59,19.23,0,0,grand
blue,n1cory.,Epic,6428d245c05b43969e5ff6d717e8c201,4284,Fennec,313,782,2,1,5,3,15,3,1,66.67,415,44.3,2135,1557,578,19,50,401,150,251,2,21,34.49,17.96,188,176,23,1496,427543,151.47,48.47,116.35,37.23,44.71,14.31,178.11,56.99,116.59,37.31,17.83,5.71,6.57,0.1,69,150.6,140.2,2252,2030,2454,2859,208.5,66.71,104.03,33.29,232.92,74.53,79.61,25.47,185.6,59.39,89.49,28.63,37.44,11.98,1,0,grand
blue,Theshiko.,Epic,5d735b0bb9a248aeb9abc617cc024573,4284,Fennec,313,314,1,0,1,1,15,3,2,100,404,55.43,2144,1684,460,23,43,372,283,89,5,8,24.98,43.6,277,640,218,1504,426088,154.42,49.83,111.28,35.91,44.18,14.26,192.37,62.08,107.4,34.66,10.11,3.26,8.24,0.14,60,143.9,147.6,2180,2384,2010,2859,203.86,65.79,106.02,34.21,234.03,75.53,75.84,24.47,191.35,61.75,77.03,24.86,41.5,13.39,0,0,grand
orange,tonymarten,Epic,319b9241c1ee4c439cb282e75ea036b5,23,Octane,313,519,3,0,0,5,4,3,2,60,322,32.46,1396,936,460,11,39,362,99,263,1,22,34.14,8.87,191,168,0,1539,434129,139.13,44.95,137.21,44.33,33.16,10.71,133.6,43.17,157.24,50.8,18.66,6.03,5.14,0.06,82,163.7,128.9,2204,1873,2624,2608,236.28,76.34,73.21,23.66,154.8,50.02,154.7,49.98,111.47,36.02,98.26,31.75,99.76,32.23,0,1,grand
orange,tonymarten(1),Epic,319b9241c1ee4c439cb282e75ea036b5,23,Octane,313,360,0,2,0,10,4,3,1,0,325,34.09,1497,1108,389,12,33,547,350,197,4,17,48.73,16.02,128,91,49,1494,426362,147.66,47.23,132.4,42.34,32.61,10.43,134.45,43,156.68,50.11,21.53,6.89,5.27,0.07,81,131.1,163,1859,1868,1819,2608,220.28,70.45,92.38,29.55,143.07,45.76,169.6,54.24,97.94,31.32,96.45,30.85,118.27,37.83,0,0,grand
blue,h0nk .,Epic,742ed28c75f549a88f727a70fb81036d,4284,Fennec,352,766,2,1,3,3,9,2,1,66.67,394,44.51,2229,1637,592,18,53,689,400,289,4,26,29.23,56.3,179,176,2,1510,499343,167.75,47.79,130.19,37.09,53.11,15.13,188.05,53.57,133.43,38.01,29.58,8.43,7.57,0.07,101,181.4,152.8,2119,1910,2367,2775,275.46,78.47,75.59,21.53,206.01,58.68,145.04,41.32,139.75,39.81,125.55,35.76,85.75,24.43,2,0,grand
blue,Mossad Agent,Steam,76561198108192254,4284,Fennec,352,428,1,2,1,3,9,2,1,33.33,436,51.54,2456,1696,760,20,62,538,377,161,4,15,40.52,33.92,245,351,27,1552,516585,154.86,44,143.25,40.7,53.82,15.29,175.05,49.74,160.35,45.56,16.52,4.69,6.29,0.12,51,152.9,181.7,1957,1728,2161,2775,241.7,68.68,110.22,31.32,209.5,59.53,142.43,40.47,139.42,39.62,125.43,35.64,87.08,24.74,0,0,grand
orange,Elite!#,Steam,76561198830639115,4284,Fennec,352,528,2,0,1,5,6,3,2,40,418,38.67,2333,1648,685,19,58,596,404,192,5,16,59.94,33.47,205,160,2,1692,558112,119.08,34.12,166.58,47.73,63.32,18.14,157.57,45.15,164.42,47.11,26.99,7.73,5.21,0.14,38,122.1,214.6,2202,1890,2439,3037,248.84,71.3,100.14,28.7,199.14,57.06,149.84,42.94,141.49,40.54,121.25,34.74,86.24,24.71,0,1,grand
orange,ouaf ouaf ball ball,Steam,76561198314253677,23,Octane,352,335,0,1,1,4,6,3,1,0,501,45.51,2922,2058,864,24,69,396,182,214,2,19,55.87,35.02,312,361,25,1529,505153,155.25,44.48,139.96,40.1,53.86,15.43,182.99,52.42,138.98,39.81,27.11,7.77,8.55,0.11,78,214.2,122.7,2461,2269,2621,3037,274.47,78.63,74.6,21.37,237.48,68.03,111.6,31.97,168.81,48.36,120.44,34.5,59.83,17.14,0,1,grand
blue,ohdark.,Epic,01416495ed4840469d203c41af71b189,4284,Fennec,148,720,4,1,2,4,2,0,0,100,391,48.71,998,749,249,8,22,104,0,104,0,10,13.85,23.88,100,60,10,1567,194805,74.47,50.55,46.99,31.89,25.87,17.56,76.32,51.8,64.32,43.65,6.7,4.55,1.57,0.1,16,75.4,49.3,2603,2529,2819,3167,134.69,91.42,12.64,8.58,83.21,56.48,64.12,43.52,61.39,41.67,50.48,34.26,35.46,24.07,0,0,grand
blue,Skyguy.,Epic,8741474983cf4b5b83ddfbfbae5c9f83,23,Octane,148,309,2,0,0,2,2,0,0,100,443,38.58,1025,705,320,8,28,415,288,127,3,11,26.05,5.87,137,97,11,1679,209907,59.8,40.54,61.4,41.63,26.3,17.83,87.3,59.19,45.34,30.74,14.86,10.07,1.4,0.07,21,49.1,75.2,2963,3067,2758,3167,114.95,77.93,32.55,22.07,79.16,53.67,68.34,46.33,59.03,40.02,50.99,34.57,37.48,25.41,2,0,grand
orange,Trickzyy21,Epic,e37b400f14c84ba09a1adff0e8c3e223,4284,Fennec,148,52,0,0,0,2,6,6,4,0,453,52.44,1133,950,183,12,17,190,158,32,2,3,11.94,11.27,110,141,7,1568,190995,70.9,49.1,50.01,34.63,23.5,16.27,72.51,50.21,59.99,41.54,11.92,8.25,3.43,0.1,33,90.8,85,2391,1745,2706,3264,95.78,66.32,48.64,33.68,113.74,78.76,30.68,21.24,89.35,61.87,38.03,26.33,17.04,11.8,0,1,grand
orange,Pander,Steam,76561198207020572,23,Octane,148,22,0,0,0,0,6,6,2,0,461,43.91,744,592,152,7,13,24,0,24,0,2,10.98,8.95,86,107,0,1586,114618,41.03,47.28,28.28,32.59,17.47,20.13,41.37,47.67,36.98,42.61,8.44,9.72,1.7,0.17,10,33.4,45.1,2656,2383,2815,3264,48.16,55.5,38.62,44.5,72.53,83.57,14.26,16.43,55.81,64.3,24.57,28.31,6.41,7.39,0,1,grand
blue,Thoqax (compte vendu),Steam,76561198083560472,4284,Fennec,373,904,4,0,3,8,11,4,2,50,445,47.24,2542,1779,763,21,71,473,245,228,3,20,33.68,31.65,352,186,8,1595,518806,157.74,43.04,147.19,40.16,61.58,16.8,196.28,53.55,151.73,41.4,18.51,5.05,7,0.11,65,181.3,161.4,2176,2057,2292,2868,281.1,76.7,85.41,23.3,244.38,66.68,122.13,33.32,174.32,47.56,116.56,31.8,75.64,20.64,1,2,grand
blue,Nuevee100,Epic,0ba2f82d8ab340f8bc3460d8a094c743,23,Octane,373,604,2,2,2,8,11,4,2,25,458,40.53,2511,1721,790,20,68,477,285,192,3,17,51.73,25.24,350,282,14,1560,504503,170.7,46.86,137.67,37.79,55.89,15.34,207.35,56.92,138.3,37.97,18.61,5.11,4.35,0.15,29,164.9,173.1,2281,2270,2371,2868,277.33,76.14,86.93,23.86,231.13,63.45,133.13,36.55,167.55,46,119.97,32.94,76.74,21.07,2,2,grand
orange,jacal3c,Epic,b4d08af755b1458494a7bd1471d321c8,23,Octane,373,856,4,0,3,8,16,6,3,50,360,34.61,2036,1282,754,15,65,368,187,181,2,16,65.9,16.06,121,217,12,1551,513262,168.8,45.32,160.61,43.12,43.03,11.55,184.31,49.49,163.18,43.81,24.94,6.7,7.05,0.12,57,192.3,150.9,1959,1847,2066,2707,287.03,77.07,85.4,22.93,255.62,68.63,116.82,31.37,182.22,48.93,121.16,32.53,69.06,18.54,3,0,grand
orange,jake,Steam,76561198802219403,23,Octane,373,735,0,3,6,3,16,6,3,0,513,44.2,2897,2137,760,24,60,756,564,192,6,17,51.1,30.54,546,254,35,1642,530305,141.76,39.01,150.32,41.37,71.28,19.62,195.81,53.89,146.31,40.26,21.25,5.85,7.12,0.09,81,150.4,183,2317,2098,2488,2707,243.3,66.96,120.07,33.04,234.05,64.41,129.31,35.59,166.34,45.78,121.19,33.35,75.83,20.87,1,3,grand
blue,DedeKamii!,Steam,76561199023289984,4284,Fennec,357,548,2,1,2,4,6,2,2,50,455,41.16,2441,1899,542,21,49,667,498,169,5,15,52.74,25.74,350,187,0,1527,510694,159.46,44.61,150.24,42.03,47.73,13.35,179.33,50.17,143.84,40.24,34.26,9.59,8.94,0.09,100,170.3,172,2026,1755,2304,3132,268.98,75.25,88.45,24.75,214.39,59.98,143.04,40.02,144.78,40.5,127.25,35.6,85.41,23.89,1,0,grand
blue,chapino,Steam,76561199054587665,4284,Fennec,357,459,1,1,2,4,6,2,0,25,424,51.03,2612,1949,663,24,61,411,211,200,4,19,40.32,23.42,327,467,188,1511,496790,166.19,47.21,139.61,39.66,46.2,13.12,220.42,62.62,121.92,34.64,9.67,2.75,9.28,0.11,83,166.4,169.9,2510,2355,2690,3132,265.94,75.55,86.06,24.45,203.24,57.74,148.77,42.26,133.22,37.85,142.13,40.38,76.66,21.78,0,1,grand
orange,Flex,Steam,76561198340548623,4284,Fennec,357,570,1,1,4,2,8,3,1,50,445,45.23,2501,1825,676,21,59,449,307,142,4,12,50.14,27.93,240,215,21,1545,508791,157.37,44.42,137.53,38.82,59.38,16.76,171.29,48.35,154.51,43.61,28.48,8.04,7.64,0.13,61,150.9,185.5,2385,2161,2604,2823,241.37,68.13,112.91,31.87,238.03,67.19,116.26,32.81,170.91,48.24,118.77,33.52,64.6,18.23,1,1,grand
orange,pow,Steam,76561198267678523,4284,Fennec,357,320,1,0,1,4,8,3,2,25,347,38.67,1958,1219,739,13,57,407,187,220,2,14,54.76,29.63,249,96,12,1472,490887,185.18,51.81,129.16,36.14,43.06,12.05,175.11,49,150.33,42.06,31.95,8.94,7.84,0.09,83,189.7,151.2,2105,1824,2366,2823,266.47,74.56,90.93,25.44,254.4,71.19,102.93,28.81,178.15,49.85,117.92,32.99,61.33,17.16,0,0,grand
blue,h0nk .,Epic,742ed28c75f549a88f727a70fb81036d,4284,Fennec,352,766,2,1,3,3,9,2,1,66.67,395,44.57,2241,1637,604,18,56,699,400,299,4,28,28.22,55.85,212,176,2,1511,499556,167.83,47.78,130.21,37.07,53.25,15.16,188.28,53.6,133.34,37.96,29.67,8.45,6.65,0.1,70,181,150.9,2110,1897,2361,2773,275.73,78.49,75.56,21.51,206.13,58.68,145.15,41.32,139.85,39.81,125.43,35.71,86.01,24.48,2,0,grand
blue,Mossad Agent,Steam,76561198108192254,4284,Fennec,352,428,1,2,1,3,9,2,1,33.33,439,51.3,2466,1692,774,20,65,551,377,174,4,16,38.4,32.51,110,292,27,1547,516678,155.28,44.11,143.15,40.66,53.63,15.23,175.48,49.84,160.04,45.46,16.54,4.7,7.68,0.11,67,151.1,181.5,1961,1739,2161,2773,241.76,68.67,110.3,31.33,209.69,59.56,142.37,40.44,139.53,39.63,125.25,35.58,87.28,24.79,0,0,grand
orange,Elite!#,Steam,76561198830639115,4284,Fennec,352,528,2,0,1,5,6,3,2,40,418,38.67,2333,1648,685,19,58,596,404,192,5,16,59.93,33.37,205,160,2,1693,558336,119.11,34.11,166.88,47.79,63.17,18.09,157.38,45.07,164.73,47.18,27.05,7.75,5.12,0.13,38,120.8,214,2174,1869,2402,3032,249.48,71.45,99.68,28.55,199.19,57.05,149.97,42.95,141.38,40.49,121.6,34.83,86.18,24.68,0,1,grand
orange,ouaf ouaf ball ball,Steam,76561198314253677,23,Octane,352,335,0,1,1,4,6,3,1,0,501,45.42,2923,2058,865,24,69,396,182,214,2,19,55.89,34.87,312,361,25,1530,505209,155.36,44.5,139.92,40.08,53.82,15.42,183.37,52.53,138.66,39.72,27.06,7.75,8.48,0.11,77,214,120.1,2436,2242,2596,3032,274.55,78.65,74.54,21.35,237.6,68.06,111.49,31.94,168.93,48.39,120.41,34.49,59.74,17.11,0,1,grand
blue,el T (6th gen),Steam,76561198112717868,4284,Fennec,111,147,0,0,1,2,3,2,2,0,330,50.55,641,371,270,5,22,226,178,48,2,4,0.56,13.44,98,131,21,1614,166622,47.9,43.18,44.02,39.68,19.01,17.14,56.37,50.82,41.32,37.25,13.23,11.93,2.41,0.12,20,67,39.3,2628,2168,3219,3106,85.76,77.32,25.16,22.68,76.4,68.87,34.53,31.13,53.48,48.21,38.13,34.38,19.31,17.41,0,0,grand
blue,Ayyzen_,Epic,10bb66c1273744dbb12f6f053b4e8050,23,Octane,111,56,0,0,0,1,3,2,0,0,475,55.41,791,538,253,7,18,196,64,132,1,7,19.06,11.88,131,178,50,1531,152530,48.73,45.53,34.03,31.79,24.28,22.68,52.69,49.22,48.37,45.18,5.99,5.6,0.95,0.07,14,38.5,62.4,2058,2272,1745,3106,74.43,69.53,32.62,30.47,67.93,63.46,39.11,36.54,47.55,44.42,35.37,33.04,24.13,22.54,0,0,grand
orange,Salatos,Steam,76561198880149644,23,Octane,111,306,1,0,1,2,3,0,0,50,506,44.16,1062,838,224,10,19,96,0,96,0,8,18.38,13.03,110,161,0,1647,170132,42.86,38.62,37.95,34.19,30.18,27.19,44.02,39.66,57.06,51.41,9.91,8.93,1.43,0.12,12,66.4,35.3,2111,1158,2512,3041,94.75,85.37,16.24,14.63,69.83,62.92,41.16,37.08,48.01,43.25,40.43,36.42,22.56,20.32,0,0,grand
orange,timorrr.,Steam,76561198136908407,4284,Fennec,111,202,1,0,1,1,3,0,0,100,469,48.84,745,544,201,6,18,259,187,72,2,6,18.42,14.9,40,67,12,1576,162706,43.76,39.45,49.39,44.52,17.78,16.03,55.23,49.79,41.86,37.74,13.84,12.48,1.15,0.1,11,35,66.1,2684,2748,2796,3041,68.65,61.89,42.27,38.11,58.69,52.91,52.23,47.09,37.49,33.8,44.73,40.32,28.71,25.88,0,0,grand
