color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;theTacocat88;Epic;899909ba9ee64010a0f0eecfec288d36;23;Octane;399;595;3;0;1;6;8;4;3;50;333;44.26;1871;1378;493;16;43;504;280;224;4;19;95.28;34.34;454;197;81;1383;496406;215.06;53.95;149.37;37.47;34.21;8.58;235.56;59.09;145.42;36.48;17.67;4.43;5.41;0.42;13;143.6;228.4;1977;1869;2078;2466;268.22;67.28;130.42;32.72;245.37;61.55;153.27;38.45;178.64;44.81;124.6;31.26;95.4;23.93;0;0
blue;;Kayden;Psynet;07b84de946014ed6;23;Octane;399;351;2;1;0;2;8;4;1;100;199;42.67;1118;596;522;8;47;153;0;153;0;14;54.96;15.47;226;212;4;1352;479169;241.47;61.05;119.66;30.25;34.42;8.7;237.76;60.11;145.8;36.86;11.99;3.03;0.59;0.29;2;232.2;142.2;2314;2322;2309;2466;285.82;72.26;109.73;27.74;249.37;63.04;146.19;36.96;198;50.06;124.88;31.57;72.68;18.37;0;1
orange;;Lust2y;XBox;272fa9e0f8010900;23;Octane;399;696;3;1;2;7;8;5;3;42.86;305;56.73;2034;1433;601;19;55;677;476;201;7;18;35.17;58.87;289;479;223;1291;461728;237.62;59.65;140.71;35.32;20.03;5.03;260.22;65.32;133.94;33.62;4.2;1.05;0.67;0.22;3;186.3;241.4;2090;2233;1972;3009;271.29;68.1;127.07;31.9;257.48;64.64;140.88;35.36;173.76;43.62;129.43;32.49;95.16;23.89;1;0
orange;;mathi_inmortal07;PS4;mathi_inmortal07;23;Octane;399;342;1;2;1;1;8;5;2;100;287;48.35;1524;1143;381;13;33;206;100;106;1;9;50.67;23.15;274;159;2;1281;399585;244.64;62.96;114.99;29.59;28.92;7.44;251.34;64.69;124.6;32.07;12.61;3.25;1.09;0.36;3;241.7;139.7;2733;2611;2837;3009;309.48;79.65;79.06;20.35;273.81;70.47;114.73;29.53;219.44;56.48;102.58;26.4;66.52;17.12;0;0
