color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;avg distance to team mates;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;Y_H5903;Epic;a1487d66a77241ceb804d3d2f220ba8b;4284;Fennec;357;494;2;0;0;2;4;3;1;100;443;56.83;2427;2063;364;26;32;1124;957;167;11;14;33.8;60.09;417;555;143;1439;481695;178.57;50.02;155.51;43.56;22.91;6.42;227.8;63.81;111.69;31.29;17.49;4.9;2.8;0.16;17;160.2;190;1747;1700;1822;2962;266.27;74.59;90.72;25.41;189.17;52.99;167.82;47.01;136.8;38.32;103.51;29;116.68;32.68;2;0
blue;;Dr.At0mic 0;Epic;099fc10a5856425981553c1894155854;4284;Fennec;357;176;0;0;0;2;4;3;2;0;268;49.71;1547;1142;405;14;37;188;96;92;1;8;24.93;68.52;53;264;3;1297;420695;215.12;61;124.47;35.29;13.09;3.71;243.8;69.13;97.89;27.76;10.99;3.12;5.43;0.21;26;193.7;149.8;2706;2500;3019;2962;260.19;73.78;92.49;26.22;226.4;64.19;126.28;35.81;174.01;49.34;102.65;29.1;76.03;21.56;0;1
orange;;Jterz Il;XBox;59c9ea61f6010900;4284;Fennec;357;638;2;1;2;3;4;2;0;66.67;315;59.98;1783;1443;340;16;32;144;65;79;1;7;16.7;53.23;147;175;34;1329;410025;207.32;58.57;125.56;35.47;21.11;5.96;228.15;64.45;124.66;35.22;1.17;0.33;7;0.47;15;188.1;157.7;2676;1994;3227;3419;272.26;76.91;81.72;23.09;273.19;77.18;80.79;22.82;226.99;64.13;79.77;22.54;47.22;13.34;0;1
orange;;biopelican789;XBox;0963f342f0010900;25;Road Hog;357;224;1;0;0;1;4;2;2;100;349;41.51;1933;1345;588;15;46;283;100;183;1;11;57.62;35.5;480;154;0;1410;465825;180.52;51;143.21;40.46;30.23;8.54;239.92;67.78;110.95;31.34;3.1;0.88;4.3;0.16;27;173.1;188.5;2541;2472;2558;3419;256.19;72.38;97.77;27.62;255.77;72.26;98.19;27.74;189.27;53.47;113.51;32.07;51.18;14.46;1;1
